ID Prospect,Nome do Prospect,Razão Social,CNPJ,Contato Principal,E-mail,Telefone,Cidade,Estado,CEP,Bairro,Rua,Complemento,País,Origem,Funil,Etapa do Funil,Responsável,Ativo,Enriquecido,Data de Enriquecimento,Data de Criação,Hora de Criação,Data de Atualização,Hora de Atualização,Data de Perda,Motivo de Perda,TAGS,Código Externo,ID Lista,Departamento,Atividade,Faturamento,Segmento,Nome Completo,Indique Ganhe
2735,Fish Utilidades Domesticas Ltda,Fish Utilidades Domesticas Ltda,08877308000121,Fish Utilidades Domesticas Ltda,vendas@fishutilidades.com.br,(14) 3018-4074,BAURU,SP,17047090,VILA ENGLER,RUA DOUTOR GONZAGA MACHADO,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,06/11/2025,13:01:46,20/05/2026,16:37:50,,,WhatsappRayssa;fimzap,,,,,,,,
2852,2a Ceramica E Moveis Ltda,2a Ceramica E Moveis Ltda,17418896000126,2a Ceramica E Moveis Ltda,contato@2aceramica.com.br,(19) 3581-3281,PORTO FERREIRA,SP,13660480,JARDIM SANTA MARTA,R REINALDO MASSONETO,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,24/11/2025,10:34:36,20/05/2026,16:37:51,,,WhatsappRayssa;fimzap,,,,,,,,
2794,Industria E Comercio De Aluminios Reluz Ltda,Industria E Comercio De Aluminios Reluz Ltda,82528209000197,Industria E Comercio De Aluminios Reluz Ltda,aluminiosreluz@hotmail.com,(46) 3523-3843,FRANCISCO BELTRAO,PR,85601970,SADIA,ESTRADA LINHA TRITON,MODULO 10,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,14/11/2025,16:40:40,20/05/2026,16:37:52,,,WhatsappRayssa;fimzap,,,,,,,,
2737,Alves Plastic Ltda,Alves Plastic Ltda,08670420000197,VILMAR ALVES,null,(47) 9698-0312,GASPAR,SC,89112670,GASPAR MIRIM,R RODOLFO VIEIRA PAMPLONA,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,06/11/2025,13:05:02,20/05/2026,16:37:55,,,WhatsappRayssa;fimzap,,,,,,,,
2796,Junielly Duarte Candeia,Junielly Duarte Candeia,17042138000156,Junielly Duarte Candeia,jclemerson@hotmail.com,(83) 3421-8180,PATOS,PB,58706310,SAO SEBASTIAO,RUA LIMA CAMPOS,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,14/11/2025,16:46:18,20/05/2026,16:37:55,,,WhatsappRayssa;fimzap,,,,,,,,
2855,Cristais Sao Marcos Ltda,Cristais Sao Marcos Ltda,23645492000178,Cristais Sao Marcos Ltda,contabil4@cristaissaomarcos.com.br,(35) 3697-1892,POCOS DE CALDAS,MG,37704369,VILA CRUZ,AVENIDA SILVIO MONT DOS SANTOS,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,24/11/2025,10:44:18,20/05/2026,16:37:55,,,WhatsappRayssa;fimzap,,,,,,,,
2740,Ecovaso Industria Comercio Artefatos Plasticos P Ltda,Ecovaso Industria Comercio Artefatos Plasticos P Ltda,09303087000140,Ecovaso Industria Comercio Artefatos Plasticos P Ltda,comercial@ecovaso.com.br,(19) 3839-9114,JAGUARIUNA,SP,13916875,BORDA DA MATA,"ROD PREFEITO AZIZ LIAN (SP 107) KM 28,8",CXPST 264,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,06/11/2025,13:10:06,20/05/2026,16:37:57,,,WhatsappRayssa;fimzap,,,,,,,,
2797,Industria & Comercio De Artefatos De Aluminios Teixeira Ltda,Industria & Comercio De Artefatos De Aluminios Teixeira Ltda,42610150000167,Industria & Comercio De Artefatos De Aluminios Teixeira Ltda,processo@investconsult.com.br,(27) 9917-9651,CARIACICA,ES,29142327,BELA VISTA,RUA DEZENOVE,PAVMTO01 BLOCO 01,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,14/11/2025,16:50:47,20/05/2026,16:37:59,,,WhatsappRayssa;fimzap,,,,,,,,
2750,Marbel - Industria E Comercio De Artefatos De Plastico Ltda.,Marbel - Industria E Comercio De Artefatos De Plastico Ltda.,06323871000122,Marbel - Industria E Comercio De Artefatos De Plastico Ltda.,marbel@marbelplast.com.br,(19) 3856-4463,VINHEDO,SP,13288166,DISTRITO INDUSTRIAL BENEDITO STORANI,RUA FRANCISCO FOGA,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,10/11/2025,17:34:40,20/05/2026,16:38:00,,,WhatsappRayssa;fimzap,,,,,,,,
2859,Antonini Comercial E Distribuidora Em Ltda,Antonini Comercial E Distribuidora Em Ltda,21031992000194,Antonini Comercial E Distribuidora Em Ltda,marilza@cristaissaomarcos.com.br,(35) 3697-1892,POCOS DE CALDAS,MG,37704722,BORTOLAN,AV MANSUR FRAYHA,SALA 01,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,24/11/2025,10:45:17,20/05/2026,16:38:00,,,WhatsappRayssa;fimzap,,,,,,,,
2799,Florencio Industria De Panelas Ltda,Florencio Industria De Panelas Ltda,43772261000132,Florencio Industria De Panelas Ltda,cadastro@escritorioexcelsior.com.br,(44) 8819-2713,CAMBE,PR,86185370,PARQUE RESIDENCIAL MANELA,RUA BENJAMIN CONSTANT,BRCAO 3,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,14/11/2025,16:51:25,20/05/2026,16:38:01,,,WhatsappRayssa;fimzap,,,,,,,,
2861,Goods Br Distribuidora Ltda.,Goods Br Distribuidora Ltda.,09156443000140,Goods Br Distribuidora Ltda.,goodsbr@goodsbr.com.br,(54) 3295-5300,GRAMADO,RS,95678314,VARZEA GRANDE 1O DE MAIO,AVENIDA PRIMEIRO DE MAIO,PAVLH 01,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,24/11/2025,10:56:51,20/05/2026,16:38:02,,,WhatsappRayssa;fimzap,,,,,,,,
2763,Linhavix Distribuidora Ltda,Linhavix Distribuidora Ltda,20857514000337,Linhavix Distribuidora Ltda,ramon@linhavix.com.br,(27) 3347-1000,VITORIA,ES,29090100,JARDIM CAMBURI,R GELU VERVLOET DOS SANTOS,EDIF GREEN RESIDENCE LOJA 01 E LOJA 02,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,13/11/2025,16:43:39,20/05/2026,16:38:04,,,WhatsappRayssa;fimzap,,,,,,,,
2806,Alnoor Comercial Importadora Ltda,Alnoor Comercial Importadora Ltda,14194208000101,Alnoor Comercial Importadora Ltda,vendas@alnoor.com.br,(47) 2125-8303,ITAJAI,SC,88312050,SAO VICENTE,RUA ISRAEL DE ALMEIDA,LOTE 141 BOX 17,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,17/11/2025,11:43:05,20/05/2026,16:38:05,,,WhatsappRayssa;fimzap,,,,,,,,
2864,Vylux Comercio De Artigos Para Decoracao Ltda,Vylux Comercio De Artigos Para Decoracao Ltda,09145586000157,Vylux Comercio De Artigos Para Decoracao Ltda,legalizacao@contfarias.com,(13) 3345-1783,ITAQUAQUECETUBA,SP,08597690,UNA,ESTRADA ALBERTO HINOTO,GALPAO101,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,24/11/2025,11:25:03,20/05/2026,16:38:05,,,WhatsappRayssa;fimzap,,,,,,,,
2765,Fundidos De Minas Ltda.,Fundidos De Minas Ltda.,28804247000180,Fundidos De Minas Ltda.,soma@escritoriodomarcilio.com.br,(37) 3381-1628,CLAUDIO,MG,35530000,POVOADO DA ROCINHA,ROD MG 260,KM 27,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,14/11/2025,16:11:11,20/05/2026,16:38:08,,,WhatsappRayssa;fimzap,,,,,,,,
2808,Santa Cruz Comercio Atacadista De Artigos Recreativos Ltda,Santa Cruz Comercio Atacadista De Artigos Recreativos Ltda,02074066000151,Santa Cruz Comercio Atacadista De Artigos Recreativos Ltda,financeiro@santacruzatacadista.com.br,(61) 3363-8118,BRASILIA,DF,71250710,ZONA INDUSTRIAL (GUARA),SETOR SCIA QUADRA 8 CONJUNTO 8,LOTE 04 E 05 PARTE A,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,17/11/2025,11:46:24,20/05/2026,16:38:09,,,WhatsappRayssa;fimzap,,,,,,,,
2866,Aluminio Fort Lar Industria E Comercio De Artefatos De Aluminio Ltda,Aluminio Fort Lar Industria E Comercio De Artefatos De Aluminio Ltda,54246657000162,Aluminio Fort Lar Industria E Comercio De Artefatos De Aluminio Ltda,financeiro@fortlar.com.br,(16) 2109-2400,ARARAQUARA,SP,14807415,JARDIM PORTUGAL,AVENIDA MAJOR ANTONIO MARIANO BORBA,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,24/11/2025,16:29:57,20/05/2026,16:38:09,,,WhatsappRayssa;fimzap,,,,,,,,
2767,Eliza Industria Metalurgica E Comercio Ltda,Eliza Industria Metalurgica E Comercio Ltda,09329839000142,Eliza Industria Metalurgica E Comercio Ltda,sac@elizachurrasqueiras.com.br,(32) 3573-2783,PIRAUBA,MG,36170000,CENTRO,R GUARUPEMBE,: FUNDOS;,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,14/11/2025,16:13:55,20/05/2026,16:38:11,,,WhatsappRayssa;fimzap,,,,,,,,
2811,Demelo Comercio Importacao E Exportacao Ltda,Demelo Comercio Importacao E Exportacao Ltda,03241308000117,Demelo Comercio Importacao E Exportacao Ltda,demelo@demelo.com.br,(79) 2106-0700,ARACAJU,SE,49015250,SAO JOSE,RUA ARAUA,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,17/11/2025,16:41:14,20/05/2026,16:38:12,,,WhatsappRayssa;fimzap,,,,,,,,
2869,Guedes Aluminio Araraquara Ltda,Guedes Aluminio Araraquara Ltda,73130551000143,Guedes Aluminio Araraquara Ltda,comercial@guedesaluminio.com.br,(16) 3331-2474,ARARAQUARA,SP,14808140,5O DISTRITO INDUSTRIAL,AVENIDA MIGUEL AIELLO,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,24/11/2025,16:37:05,20/05/2026,16:38:12,,,WhatsappRayssa;fimzap,,,,,,,,
2769,Gumege Aluminio Ltda,Gumege Aluminio Ltda,24832582000130,Gumege Aluminio Ltda,contatogumege@gmail.com,(16) 3358-0415,ARARAQUARA,SP,14807415,JARDIM PORTUGAL,AVENIDA MAJOR ANTONIO MARIANO BORBA,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,14/11/2025,16:15:21,20/05/2026,16:38:14,,,WhatsappRayssa;fimzap,,,,,,,,
2871,Durapets Comercio De Acessorios Para Animais Ltda,Durapets Comercio De Acessorios Para Animais Ltda,19239558000233,Durapets Comercio De Acessorios Para Animais Ltda,contador@durapets.com.br,(16) 3322-5000,ARARAQUARA,SP,14808165,8º DISTRITO INDUSTRIAL,RUA PEDRO JOSE LAROCA,GALPAO1-2-3-4-5,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,24/11/2025,16:38:56,20/05/2026,16:38:15,,,WhatsappRayssa;fimzap,,,,,,,,
2819,Ldl Importacao E Exportacao Ltda,Ldl Importacao E Exportacao Ltda,60415819000141,Ldl Importacao E Exportacao Ltda,lidianechen@grupobbr.com,(21) 9777-6541,ITAJAI,SC,88305610,BARRA DO RIO,RUA ALFREDO EIKE JUNIOR,SALA 2 BOX 29,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,18/11/2025,15:21:01,20/05/2026,16:38:17,,,WhatsappRayssa;fimzap,,,,,,,,
2875,Incofap Industria E Comercio De Farinhas De Penas Ltda,Incofap Industria E Comercio De Farinhas De Penas Ltda,46711974000184,Incofap Industria E Comercio De Farinhas De Penas Ltda,contabilidade@incofap.com.br,(16) 3343-2790,SAO CARLOS,SP,13579000,DISTRITO DE SANTA EUDOXIA,ESTRADA ABEL TERRUGI KM 15,CXPST 408,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,25/11/2025,14:44:04,20/05/2026,16:38:17,,,WhatsappRayssa;fimzap,,,,,,,,
2772,Metalurgica Cozla Ltda,Metalurgica Cozla Ltda,30841603000187,Metalurgica Cozla Ltda,edson@cozla.com.br,(51) 8179-1184,SANTA CRUZ DO SUL,RS,96835023,ESMERALDA,AVENIDA DEPUTADO EUCLYDES NICOLAU KLIEMANN,SALA 01,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,14/11/2025,16:16:02,20/05/2026,16:38:18,,,WhatsappRayssa;fimzap,,,,,,,,
2822,Sea Comercio Importacao E Exportacao Ltda,Sea Comercio Importacao E Exportacao Ltda,25080310000194,Sea Comercio Importacao E Exportacao Ltda,legalizacao@legfisco.com.br,(11) 2025-6420,SAO PAULO,SP,03080010,TATUAPE,RUA IVAI,FUNDOSFUNDOS,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,19/11/2025,11:43:52,20/05/2026,16:38:21,,,WhatsappRayssa;fimzap,,,,,,,,
2774,A. H. De Souza Malavazi - Industria,A. H. De Souza Malavazi - Industria,21833387000137,A. H. De Souza Malavazi - Industria,cadastro@escritorioexcelsior.com.br,(44) 9171-3472,MARINGA,PR,87053370,CONJUNTO JOAO DE BARRO CIDADE CANCAO,RUA SEVERO DE FARIA FRANCO,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,14/11/2025,16:18:23,20/05/2026,16:38:22,,,WhatsappRayssa;fimzap,,,,,,,,
2825,F.r.m.s. Importadora Ltda,F.r.m.s. Importadora Ltda,69057941000168,F.r.m.s. Importadora Ltda,boss@frontierimportadora.com.br,(17) 3202-9600,SAO JOSE DO RIO PRETO,SP,15015700,CENTRO,AVENIDA BADY BASSITT,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,19/11/2025,11:51:22,20/05/2026,16:38:25,,,WhatsappRayssa;fimzap,,,,,,,,
2775,Metalurgica Carola Ltda,Metalurgica Carola Ltda,25897620000104,Metalurgica Carola Ltda,carola@metalurgicacarola.com.br,(37) 3244-1455,CARMO DO CAJURU,MG,35557000,JARDIM ALVORADA,RUA OITO,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,14/11/2025,16:21:43,20/05/2026,16:38:27,,,WhatsappRayssa;fimzap,,,,,,,,
2827,Brilliant Comercio Importacao E Exportacao Ltda,Brilliant Comercio Importacao E Exportacao Ltda,20702662000110,Brilliant Comercio Importacao E Exportacao Ltda,brilliant-br@hotmail.com,(11) 3316-1442,SAO PAULO,SP,03020000,CATUMBI,R MARCOS ARRUDA,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,19/11/2025,11:56:30,20/05/2026,16:38:29,,,WhatsappRayssa;fimzap,,,,,,,,
2777,Ndr - Industria De Aramados Ltda,Ndr - Industria De Aramados Ltda,11087596000125,Ndr - Industria De Aramados Ltda,itacon01@yahoo.com.br,(37) 3384-1532,ITAGUARA,MG,35488000,MANOEL FERREIRA,RUA LUIZ DE PAULA SILVEIRA,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,14/11/2025,16:32:09,20/05/2026,16:38:32,,,WhatsappRayssa;fimzap,,,,,,,,
2699,Linares Industria E Comercio Ltda,Linares Industria E Comercio Ltda,24958693000198,PAULA FERNANDA MARQUES LINARES CORREA,null,(19) 98460-0414,MOGI GUACU,SP,13840127,JARDIM JACIRA,RUA SALVADOR FRANCO DE GODOY,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,2,,30/10/2025,12:56:42,20/05/2026,16:38:36,,,WhatsappRayssa;fimzap,,,,,,,,
2701,Sergio,Aluminio Ararense Ltda,44212108000113,Sergio,sergio@aluminioararense.com.br,(19) 99213-8777,ARARAS,SP,13601270,JARDIM NOVA ARARAS,AVENIDA BRASIL,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,2,,30/10/2025,13:14:55,20/05/2026,16:38:36,,,WhatsappRayssa,,,,,,,,
2708,Adriane Baroncello & Cia. Ltda,Adriane Baroncello & Cia. Ltda,04316875000158,Marcilei,jung@cpnet.com.br,(49) 8411-1795,CUNHA PORA,SC,89890000,ACESSO,RODOVIA BR 158,KM 109,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,2,,30/10/2025,17:41:02,20/05/2026,16:38:36,,,WhatsappRayssa,,,,,,,,
2908,Rrister Imports Ltda,Rrister Imports Ltda,24259537000139,Rrister Imports Ltda,lucimara@rristerimports.com.br,(19) 3597-1150,RIO CLARO,SP,13503009,JARDIM SAO PAULO,R 24,SALA 3,,Base de empresas Leads2b,Prospect,Não Enriquecido,Paulo Souza,,0,,28/11/2025,08:31:22,04/12/2025,09:14:47,,,fimzap;zapPaulo,,,,,,,,
2921,Asca Brinquedos Ltda,Asca Brinquedos Ltda,53736161000104,Asca Brinquedos Ltda,beteghelli@beteghelli.com.br,(19) 3541-3277,ARARAS,SP,13602051,DISTR. INDL. II,RUA ANTONIO CANTIERO,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,01/12/2025,11:14:55,20/05/2026,16:37:35,,,WhatsappRayssa;fimzap,,,,,,,,
2923,Bee Toys Industria E Comercio De Brinquedos Ltda.,Bee Toys Industria E Comercio De Brinquedos Ltda.,14739717000164,Bee Toys Industria E Comercio De Brinquedos Ltda.,compras@beetoys.com.br,(15) 3283-7920,LARANJAL PAULISTA,SP,18500000,SAO JOAO,RUA JOEL ELIAS SILVEIRA LEITE,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,01/12/2025,11:37:18,20/05/2026,16:37:39,,,,,,,,,,,
2928,Brinquedos Bandeirante Sa,Brinquedos Bandeirante Sa,61068557000582,Brinquedos Bandeirante Sa,contabil@brinquedosbandeirante.com.br,(11) 4674-7244,FERRAZ DE VASCONCELOS,SP,08536440,JARDIM SANTA ROSA,ESTRADA DO BANDEIRANTE,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,01/12/2025,11:51:19,20/05/2026,16:37:42,,,WhatsappRayssa;fimzap,,,,,,,,
2929,Brinquedos Divplast Ltda,Brinquedos Divplast Ltda,59920405000190,Brinquedos Divplast Ltda,evolucao@evolucaoitu.com.br,(11) 4022-0161,ITU,SP,13314899,ITAIM,ESTRADA MUNICIPAL ITU-080,ANEXO SITIO BOA ESPERANCA,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,01/12/2025,11:58:17,20/05/2026,16:37:45,,,,,,,,,,,
2931,Cotiplas Ind E Comercio De Artefatos Plasticos Ltda,Cotiplas Ind E Comercio De Artefatos Plasticos Ltda,48725956000187,CARLOS ALBERTO BAZZO,null,(15) 99626-1261,LARANJAL PAULISTA,SP,18500000,SAO JOAO,RODOVIA MARECHAL RONDON,KM 179.600,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,01/12/2025,12:07:26,20/05/2026,16:37:47,,,WhatsappRayssa;fimzap,,,,,,,,
2938,Dismat - Industria De Brinquedos Ltda,Dismat - Industria De Brinquedos Ltda,90987595000103,Dismat - Industria De Brinquedos Ltda,financeiro@dismat.com.br,(54) 3283-9900,CAXIAS DO SUL,RS,95060060,ANA RECH,RUA ANGELO TORRESINI,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,01/12/2025,12:16:26,20/05/2026,16:37:51,,,,,,,,,,,
2942,Irmaos Dalaneze Ltda,Irmaos Dalaneze Ltda,66659129000114,ADILSON DALANEZI,comercial@adijomar.com.br,(15) 3383-9700,LARANJAL PAULISTA,SP,18506110,INDAGUASSU,ESTM JOAO HERMANO PESSIN,KM 600 METROS,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,01/12/2025,12:40:50,20/05/2026,16:37:52,,,WhatsappRayssa;fimzap,,,,,,,,
2946,Fenix Manufatura De Brinquedos E Artigos Esportivos Ltda,Fenix Manufatura De Brinquedos E Artigos Esportivos Ltda,71953335000172,Adriana YEH HSIEH LI LI,adriana@fenixbrinquedos.com.br,(11) 4657-0710,ARUJA,SP,07411750,CENTRO INDUSTRIAL DE ARUJA,AVENIDA OSAKA,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,01/12/2025,16:12:09,20/05/2026,16:37:56,,,WhatsappRayssa;fimzap,,,,,,,,
2949,Elka Plasticos Ltda,Elka Plasticos Ltda,60643293000157,Elka Plasticos Ltda,elka@elka.com.br,(11) 2238-5500,SAO PAULO,SP,02520000,PARQUE PERUCHE,AVENIDA CASA VERDE,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,01/12/2025,16:57:39,20/05/2026,16:38:00,,,,,,,,,,,
2959,Brinquedos Cometa Ltda,Brinquedos Cometa Ltda,22647880000125,Brinquedos Cometa Ltda,carolcovolan@hotmail.com,(15) 9806-6121,LARANJAL PAULISTA,SP,18509899,ESTRELA,ESTRADA MUNICIPAL JOAO PIRES DE CAMPOS,GALPAOB - KM 0.16,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,04/12/2025,16:28:04,20/05/2026,16:38:04,,,,,,,,,,,
2915,Anjo - Industria E Comercio De Brinquedos Ltda,Anjo - Industria E Comercio De Brinquedos Ltda,00480542000109,JOAO GILBERTO GHIRALDI,sac@brinquedosanjo.com.br,(15) 99688-6014,SAO PAULO,SP,03166001,MOOCA,RUA TAQUARI,ANDAR TERREO,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,01/12/2025,10:51:32,20/05/2026,16:38:21,,,WhatsappRayssa;fimzap,,,,,,,,
2917,G Z Toys Industria E Comercio De Brinquedos Ltda,G Z Toys Industria E Comercio De Brinquedos Ltda,09007738000155,GERALDO ZINATO,supervisor@apolobrinquedos.com.br,(11) 99381-7823,SAO PAULO,SP,08260130,ITAQUERA,RUA HISAJI MORITA,LOTE 223,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,01/12/2025,11:06:08,20/05/2026,16:38:25,,,WhatsappRayssa;fimzap,,,,,,,,
2962,Brinquedos Maralex Ltda,Brinquedos Maralex Ltda,57824161000117,MIGUEL LUIZ COVOLAN,vendas@maralex.com.br,(15) 99148-6769,LARANJAL PAULISTA,SP,18509899,ESTRELA,EST MUNICIPAL JOAO PIRES DE CAMPOS,GALPAOA - KM 0.16,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,04/12/2025,17:09:45,20/05/2026,17:13:12,,,WhatsappRayssa;fimzap,,,,,,,,
3038,Nov!plast Industria E Comercio De Plasticos Ltda,Nov!plast Industria E Comercio De Plasticos Ltda,60089566000163,LARISSA DE MORAIS FELIX,null,(19) 99612-7250,PEDREIRA,SP,13920308,JARDIM SAO JORGE,RUA DAIBES BELLIX,,,Base de empresas Leads2b,Prospect,Não Enriquecido,Rayssa Karapeticov,,3,,06/01/2026,15:07:36,12/01/2026,09:00:27,07/01/2026,Lead está sem interesse,fimzap,,,,,,,,
3031,Chazak Ve Ematz Comercial Importadoras E Exportadoras Ltda,Chazak Ve Ematz Comercial Importadoras E Exportadoras Ltda,09609048000176,ALEXSANDRO ABDALA COSTA,null,(47) 99202-4791,BALNEARIO CAMBORIU,SC,88330795,CENTRO,RUA 1301,SALA 702 ESQ. C/ AV DO ESTADO,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,1,19/05/2026,06/01/2026,14:59:35,19/05/2026,11:50:59,,,WhatsappRayssa;fimzap,,,,,,,,
3171,Mabel Comercio De Importados Ltda,Mabel Comercio De Importados Ltda,00527682000780,Mabel Comercio De Importados Ltda,ana.brito@17import.com.br,(11) 3315-0052,SAO PAULO,SP,01026001,CENTRO,AVENIDA SEN QUEIROS,ANEXO 507,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,23/01/2026,17:37:20,20/05/2026,16:58:17,,,,,,,,,,,
3157,Maria,M S Oliveira Silva Ltda,12439838000165,Maria,planecbr@hotmail.com,(75) 98852-8922,FEIRA DE SANTANA,BA,44031245,PAMPALONA,RUA MARILANDIA,CASA,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,22/01/2026,12:00:48,20/05/2026,17:01:39,,,WhatsappRayssa;fimzap,,,,,,,,
3156,Senhores,Aluminio Sao Jorge Ltda,44207496000225,Senhores,null,(11) 99144-9989,CUIABA,MT,78028080,COOPHAMIL,AVENIDA MANOEL RAMOS LINO,SALA 02,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,22/01/2026,11:58:29,20/05/2026,17:02:01,,,WhatsappRayssa;fimzap,,,,,,,,
3034,H8 Comercio Importacao E Exportacao Sociedade Unipessoal Limitada,H8 Comercio Importacao E Exportacao Sociedade Unipessoal Limitada,00014972000135,ADRIANA APARECIDA CARVALHO HSIEH,null,(11) 96977-6755,SAO PAULO,SP,03110030,MOOCA,ALAMEDA RUBIAO JUNIOR,,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,06/01/2026,15:05:45,20/05/2026,17:02:09,,,WhatsappRayssa;fimzap,,,,,,,,
3026,Pleion Industria E Comercio De Plasticos Ltda,Pleion Industria E Comercio De Plasticos Ltda,65910689000137,LAVINIA ALMIRA DE LIRA,null,(11) 4162-6210,BARUERI,SP,06443009,VOTUPOCA,AV GRIMALDO TOLAINI,955,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,06/01/2026,14:52:49,20/05/2026,17:12:52,,,fimzap,,,,,,,,
3024,Axial Atacadista Ltda,Axial Atacadista Ltda,48259769000155,Axial Atacadista Ltda,luiz.af.ramiro@gmail.com,(21) 3411-3425,RIO DE JANEIRO,RJ,22640904,BARRA DA TIJUCA,AVENIDA DAS AMERICAS,BLC 6 SAL 205,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,06/01/2026,14:49:34,20/05/2026,17:12:59,,,WhatsappRayssa;fimzap,,,,,,,,
3022,Santorini Atacadista Ltda,Santorini Atacadista Ltda,46310480000198,Santorini Atacadista Ltda,luiz.chagas10@gmail.com,(21) 9673-7575,RIO DE JANEIRO,RJ,20011901,CENTRO,RUA DA ASSEMBLEIA,SAL 2221,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,0,,06/01/2026,14:46:11,20/05/2026,17:13:06,,,WhatsappRayssa;fimzap,,,,,,,,
4194,Paperbox Do Brasil Ltda,Paperbox Do Brasil Ltda,41236895000145,Paperbox Do Brasil Ltda,joamar.contabilidade@hotmail.com,(14) 9792-3479,AVARE,SP,18701141,IPIRANGA,RUA MAESTRO AMILCAR,BRCAO BARRACAO,,Base de empresas Leads2b,Prospect,Enriquecido,Rayssa Karapeticov,,1,20/05/2026,20/05/2026,14:20:12,20/05/2026,14:20:37,,,,,,,,,,,
