ID Lead,Nome do Lead,Razão Social,CNPJ,Contato Principal,E-mail,Telefone,Cidade,Estado,CEP,Bairro,Complemento,Origem,Funil,Etapa do Funil,Status,Responsável,Data de Criação,Hora de Criação,Dias no Funil,Data de Perda,Motivo de Perda,ID Oportunidade,Status da Oportunidade,Data da Oportunidade,ID Cliente,Nome do Cliente,Razão Social Cliente,Data do Pedido,Valor do Pedido,TAGS,Código Externo,ID Lista,Atividade,Faturamento,Segmento,Nome Completo,Indique Ganhe
961,PORTO BRASIL,PORTO BRASIL,08520654000158,PORTO BRASIL,FISCAL@PORTOBRASILCERAMICA.COM.BR,1935895900,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,10/12/2024,08:05:48,439,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,176,,,,,
963,PRATARIA ROBLES,PRATARIA ROBLES,47422597000126,PRATARIA ROBLES,zenilda@robles.com.br,1130850837,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,10/12/2024,08:05:48,439,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,176,,,,,
965,PLASTICOS PRATIC,PLASTICOS PRATIC,03567759000149,Tatiane,comercial3@praticplasticos.com.br,1938532000,,,,,,,Fluxo Padrão,Nutir,Perdido,Fernanda Santiago,10/12/2024,08:05:48,537,16/01/2025,Fora do segmento atendido,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,176,,,,,
967,PRISCILA VANNUCHI,PRISCILA VANNUCHI,05779696000110,PRISCILA VANNUCHI,priscilavannucchi@hotmail.com,11982658789,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,10/12/2024,08:05:48,439,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,176,,,,,
969,PROXIMA,PROXIMA,27009029000190,PROXIMA,comercial@proximatextil.com.br,1150414645,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,10/12/2024,08:05:48,439,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,176,,,,,
971,QAZA,QAZA,31605129000157,QAZA,contato@qaza.com.br,11932656565,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,10/12/2024,08:05:49,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;msgabupfevereiro2025,,176,,,,,
973,QUADROS DIVINOS,QUADROS DIVINOS,41019075000100,Airton,quadrosdivinosoficial@gmail.com,(51) 99500-1982,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,10/12/2024,08:05:49,517,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;msgabupfevereiro2025,,176,,,,,
975,ROSA MARIA HOME DECOR,ROSA MARIA HOME DECOR,14360166000123,Alessandra ,marketing@lavzinterni.com.br,5434624932,,,,,,,Fluxo Padrão,Atividades,Perdido,Fernanda Santiago,10/12/2024,08:05:49,574,09/01/2025,Não quer mudar a solução atual,,,,,,,,,FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,176,,,,,
977,RAE PLASTICOS,RAE PLASTICOS,14692653000193,RAE PLASTICOS,vendas2.raeplasticos@gmail.com,1938521834,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,10/12/2024,08:05:49,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;msgabupfevereiro2025,,176,,,,,
989,JACKELINE BARROS,,,JACKELINE BARROS,reluzautomacao@gmail.com,(62) 98421-1644,Jatai,,,,,Site,Inbound,Ligação,Perdido,Paulo Souza,12/12/2024,10:37:14,545,15/01/2025,Nossa solução não atende,,,,,,,,,Solicita demo,,,,,,,
992,teste suporte,teste suporte,,teste suporte,daniel.klein@leads2b.com,(11) 93945-2817,,,,,,,Fluxo Padrão,Qualificação,Em andamento,Daniel Rubio Klein,12/12/2024,15:21:06,572,,,,,,,,,,,,,,,,,,
1002,Rozac,Rozac,05629653000409,Priscila ,priscila.mapelli@rozac.com.br,1921084600,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:30,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1004,Rw Group,Rw Group,13954547000178,Rw Group,contato@rwgroup.com.br,1126962944,,,,,,,Fluxo Padrão,Atividades,Perdido,Fernanda Santiago,16/12/2024,00:19:30,568,13/01/2025,Contato já é cliente com dúvida / direcionado ao suporte,,,,,,,,,FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1006,Santa Maria,Santa Maria,49211717000171,Fábio Rocha,fabio.rocha@stamaria.ind.br,1638308000,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:30,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1008,Sandra Fuganti,Sandra Fuganti,79202347000177,Sandra Fuganti,AGROPRIMA@SANDRAFUGANTI.COM.BR,4333276648,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:30,537,,,,,,,,,,,NUTRIR;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1010,Sanremo,Sanremo,89738173000115,Sanremo,BT_CONTABILIDADE@BETTANIN.COM.BR,81991464129,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:30,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1012,Santa Kede,Santa Kede,13676347000109,Santa Kede,contato@santakede.com.br,1159255840,,,,,,,Fluxo Padrão,Atividades,Perdido,Fernanda Santiago,16/12/2024,00:19:31,568,09/01/2025,Fora do porte mínimo (sem fite estrutural),,,,,,,,,FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1014,Santa Luzia,Santa Luzia,11898202000119,Santa Luzia,contato@redesantaluzia.com.br,8334442273,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:31,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1016,Scalla,Scalla,56520703000103,Scalla,PATRICIA@CERAMICASCALLA.COM.BR,1935894449,,,,,,,Fluxo Padrão,Atividades,Perdido,Fernanda Santiago,16/12/2024,00:19:31,568,09/01/2025,Não quer mudar a solução atual,,,,,,,,,FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1018,Schwanke,Schwanke,82639477000186,Marcos,marcos@schwanke.com.br,4732319000,,,,,,,Fluxo Padrão,Conectados Com Interesse (MQL),Perdido,Fernanda Santiago,16/12/2024,00:19:31,566,08/01/2025,Não quer mudar a solução atual,,,,,,,,,TAG1SEM,,179,,,,,
1020,Secalux,Secalux,53924379000192,Carlos,carlos@secalux.com.br,1147059450,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:31,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1022,Seven Textil,Seven Textil,04587185000133,Seven Textil,seven@seventextil.com.br,4532283777,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:31,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1024,Galeria Das Pratas,Galeria Das Pratas,60868148000174,Galeria Das Pratas,GALERIA@GALERIADASPRATAS.COM.BR,1126926730,,,,,,,Fluxo Padrão,Atividades,Perdido,Fernanda Santiago,16/12/2024,00:19:31,568,07/01/2025,Fora do porte mínimo (sem fite estrutural),,,,,,,,,FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1026,Soltan Tapetes,Soltan Tapetes,19029012000177,Cesar,cesar@soltantapetes.com,(11) 98322-0045,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:31,473,,,,,,,,,,,FimEmailOutbound;TAG1SEM;msgabupfevereiro2025,,179,,,,,
1028,Soprano,Soprano,88634977000101,Marcelo,marcelogerhardt@soprano.com.br,5421096000,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:31,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1030,Soul Artsy Brand,Soul Artsy Brand,51080065000125,Soul Artsy Brand,GIANECONTABILIDADE@TERRA.COM.BR,16989992030,,,,,,,Fluxo Padrão,Atividades,Perdido,Fernanda Santiago,16/12/2024,00:19:31,568,18/12/2024,Não quer mudar a solução atual,,,,,,,,,TAG1SEM,,179,,,,,
1032,St James,St James,48223549000171,St James,vendas@saintjames.com.br,1129555344,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:31,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1034,Stolf,Stolf,79906426000169,Stolf,stolf@stolf.ind.br,4735250156,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:31,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1036,Unitermi,Unitermi,19398581000190,Unitermi,UNITERMI@UNITERMI.COM.BR,4832869093,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:31,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1038,Studio Anna Machado,Studio Anna Machado,29769788000187,Studio Anna Machado,ANNAMACHADOSTUDIO@GMAIL.COM,2135185687,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:31,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1040,Studio Cris Azevedo,Studio Cris Azevedo,22675825000149,Studio Cris Azevedo,crisazevedodesign@gmail.com,11982801116,,,,,,,Fluxo Padrão,Atividades,Perdido,Fernanda Santiago,16/12/2024,00:19:31,568,13/01/2025,Fora do porte mínimo (sem fite estrutural),,,,,,,,,FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1042,Unque,Unque,49836036000107,Unque,unquerj@gmail.com,4832869093,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:31,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1044,Studio Lopomo,Studio Lopomo,09259992000140,Studio Lopomo,contato@studiolopomo.com.br,1150922274,,,,,,,Fluxo Padrão,Atividades,Perdido,Fernanda Santiago,16/12/2024,00:19:31,568,09/01/2025,Não quer mudar a solução atual,,,,,,,,,FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1046,Studio Makers,Studio Makers,15618612000110,Studio Makers,FINANCEIRO@MAKERS.COM.BR,2122532361,,,,,,,Fluxo Padrão,Nutir,Perdido,Fernanda Santiago,16/12/2024,00:19:31,537,17/01/2025,Contato já é cliente com dúvida / direcionado ao suporte,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1048,Usual Utilidades,Usual Utilidades,04062314000170,Usual Utilidades,contato@usualutilidades.com.br,(15) 3383-9797,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:32,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1050,Utilaço,Utilaço,06157824000156,Utilaço,FINANCEIRO@UTILACO.COM.BR,1836541200,,,,,,,Fluxo Padrão,Atividades,Perdido,Fernanda Santiago,16/12/2024,00:19:32,568,15/01/2025,Fora do segmento atendido,,,,,,,,,FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1052,Uti Mil,Uti Mil,88784061000138,Ana Paula,anapaula@utimil.com.br,(54) 99936-1591,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:32,473,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;msgabupfevereiro2025,,179,,,,,
1054,Uz Utilidades,Uz Utilidades,00912882000161,Uz Utilidades,uzutilidades@uzutilidades.com.br,5134119700,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:32,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1056,Sweet Home,Sweet Home,03870123000171,Sweet Home,contato@lojasweethome.com.br,51986368693,,,,,,,Fluxo Padrão,Atividades,Perdido,Fernanda Santiago,16/12/2024,00:19:32,568,13/01/2025,Contato já é cliente com dúvida / direcionado ao suporte,,,,,,,,,FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1058,Talita Castro,Talita Castro,42770002000100,Talita Castro,TALITA.UNIFORT.NET@GMAIL.COM,1125030224,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:32,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1060,Tapetes Junior,Tapetes Junior,85381168000147,Tapetes Junior,contato@tapetesjunior.com.br,4732470266,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:32,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1062,Tapetes Lancer,Tapetes Lancer,01174145000171,Jose Luiz,sanches@tapeteslancer.com.br,(11) 99684-1643,,,,,,,Fluxo Padrão,Nutir,Perdido,Fernanda Santiago,16/12/2024,00:19:32,537,20/01/2025,Não quer mudar a solução atual,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1064,Oasis Tapetes,Oasis Tapetes,72677693000162,Henrique ,henrique@tapetesoasis.com.br,1124313018,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:32,473,,,,,,,,,,,FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1066,Uzoo,Uzoo,06114935001580,Uzoo,MMELLO@KOMLOG.COM.BR,(11) 4007-1353,,,,,,,Fluxo Padrão,Nutir,Perdido,Fernanda Santiago,16/12/2024,00:19:32,537,17/01/2025,Fora do segmento atendido,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1068,Taumer,Taumer,00849246000132,Taumer,vendas@taumer.com.br,5430568484,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:32,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1070,Tecebem,Tecebem,81613358000191,Tatiana,vendas2@tecebem.com.br,(47) 99906-0899,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:32,509,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;msgabupfevereiro2025;Feiras,,179,,,,,
1072,Teka,Teka,82636986000155,Teka,contato@teka.com.br,1938279200,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:32,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1074,Tellaio,Tellaio,00009491000131,Tellaio,tellaio@tellaio.com.br,(19) 3468-6979,,,,,,,Fluxo Padrão,Atividades,Perdido,Fernanda Santiago,16/12/2024,00:19:32,568,14/01/2025,Não quer mudar a solução atual,,,,,,,,,FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1076,Vanessa Lazari,Vanessa Lazari,37807982000138,Vanessa Lazari,oi@vanessalazzari.com,54991053768,,,,,,,Fluxo Padrão,Atividades,Perdido,Fernanda Santiago,16/12/2024,00:19:32,568,07/01/2025,Fora do porte mínimo (sem fite estrutural),,,,,,,,,FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1078,Tessere,Tessere,03118075000160,Tessere,tessere@tessere.com.br,1934781440,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:32,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1080,J. Serrano,J. Serrano,49870173000230,J. Serrano,ISRAEL@TEXTILJSERRANO.COM.BR,1141588100,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:32,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1082,Atlantica,Atlantica,83602896000106,Marilu,marilu@toalhasatlantica.com.br,4732555000,,,,,,,Fluxo Padrão,Atividades,Perdido,Fernanda Santiago,16/12/2024,00:19:33,568,14/01/2025,Não quer mudar a solução atual,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM,,179,,,,,
1084,Olinda,Olinda,81868275000143,Camila ,comercial@toalhasolinda.com.br,(47) 99928-8633,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:33,473,,,,,,,,,,,FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1086,Todo Livro,Todo Livro,03163884000193,Anselmo,anselmo@todolivro.com.br,4732212235,,,,,,,Fluxo Padrão,Atividades,Perdido,Fernanda Santiago,16/12/2024,00:19:33,568,10/01/2025,Não quer mudar a solução atual,,,,,,,,,FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1088,Trapos & Fiapos,Trapos & Fiapos,04814189000107,Trapos & Fiapos,contatotraposefiapos@gmail.com,8632337999,,,,,,,Fluxo Padrão,Atividades,Perdido,Fernanda Santiago,16/12/2024,00:19:33,568,09/01/2025,Fora do segmento atendido,,,,,,,,,FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1090,Vemppast,Vemppast,17336524000231,Ademir ,ademir@mundovem.com.br,1122270709,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:33,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1092,Uninjet,Uninjet,01355480000257,Silvio,silvio.souza@uninjet.com.br,1125213011,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:33,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1094,Vigore,Vigore,38383541000119,Vigore,contato@vigoreartdecor.com.br,1236246993,,,,,,,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,16/12/2024,00:19:33,537,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,179,,,,,
1106,FELIPE CARVALHO,,00275851000147,FELIPE CARVALHO,felipe@estilomr2.com.br,(85) 98888-1080,Fortaleza,,,,,Site,Fluxo Padrão,Nutir,Perdido,Paulo Souza,18/12/2024,10:40:42,525,28/01/2025,Nossa solução não atende,,,,,,,,,Solicita demo,,,,,,,
416,LP HOUSE,Lp Imports,47198444000147,LP HOUSE,contato@lphouse.com.br,(15) 3287-1132,LARANJAL PAULISTA,SP,18.500-000,SAO JOAO,KM 178 GALPAO3,Outbound,Fluxo Padrão,Atividades,Perdido,Fernanda Santiago,20/12/2024,00:36:40,581,20/12/2024,Não quer mudar a solução atual,,,,,,,,,Importado a partir de lista;TAG1SEM,,84,,,,,
1119,Cia Do Aroma Ltda,Cia Do Aroma,24777960000120,Cia Do Aroma Ltda,ciadoaroma1@outlook.com,(49) 9116-5217,DIONISIO CERQUEIRA,SC,89950000,AREA EMPRESARIAL DEONELO LUCIANO COLOMBO,ANDAR 01 SALA 02,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,23/12/2024,10:48:33,439,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;DLicençaMaternidade,,180,,,,,
1121,Jasper Brindes Comercial Importadora E Exportadora Ltda,Casavita Ud.,45741851000123,Jasper Brindes Comercial Importadora E Exportadora Ltda,gerente.adm@mizpa.net,(47) 8810-0986,JOINVILLE,SC,89219600,ZONA INDUSTRIAL NORTE,BLOCO N SALA 39,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,23/12/2024,10:58:25,439,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;DLicençaMaternidade,,181,,,,,
1123,Invento Comercio De Utilidades Ltda,UTILITY,42537475000161,Invento Comercio De Utilidades Ltda,admin@inventodsg.com.br,(54) 3536-7677,CAXIAS DO SUL,RS,95088163,PLANALTO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,23/12/2024,11:14:55,439,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;DLicençaMaternidade,,182,,,,,
1126,Zhork Ltda,Zhork,11541955000172,Zhork Ltda,marcaregistrada@terra.com.br,(47) 3355-2702,GUABIRUBA,SC,88360000,GUABIRUBA SUL,ANDAR 1,Base de empresas Leads2b,Fluxo Padrão,Atividades,Perdido,Paulo Souza,23/12/2024,11:19:28,473,08/04/2025,Fora do segmento atendido,,,,,,,,,TAG1SEM;TAG2SEM;TAG3SEM;DLicençaMaternidade,,183,,,,,
1130,Baston Industria De Aerossois Ltda,Baston Aerossol,05855974000170,Baston Industria De Aerossois Ltda,joseantonio@baston.com.br,(42) 3252-8120,PALMEIRA,PR,84130000,COLONIA FRANCESA,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,23/12/2024,11:20:22,439,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;DLicençaMaternidade,,184,,,,,
1135,Mdf Artes - Artesanatos Decorativos Ltda,MDFARTES,07134816000157,Mdf Artes - Artesanatos Decorativos Ltda,mdfartes01@gmail.com,(47) 9966-4327,ITAPEMA,SC,88220000,SERTAOZINHO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,23/12/2024,11:27:46,439,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;DLicençaMaternidade,,185,,,,,
1137,Savitex Textil Ltda,Savitex Textil,81343907000155,Savitex Textil Ltda,null,(47) 3553-534,BRUSQUE,SC,88350780,RIO BRANCO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,23/12/2024,11:57:41,473,,,,,,,,,,,DLicençaMaternidade,,186,,,,,
1140,Atria Aromas Importadora E Distribuidora Ltda,Atria Aromas,33475691000139,Atria Aromas Importadora E Distribuidora Ltda,atendimento@atriaaromas.com.br,(11) 2915-8020,SAO PAULO,SP,04203002,IPIRANGA,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,23/12/2024,11:59:12,439,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;DLicençaMaternidade,,187,,,,,
1143,Oppeano Acessorios Plasticos Para Moveis Ltda,OPPEANO,07715003000150,Oppeano Acessorios Plasticos Para Moveis Ltda,marimar@ig.com.br,(11) 6865-5929,MAIRIPORA,SP,07661635,TERRA PRETA (TERRA PRETA),,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,23/12/2024,12:01:05,439,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;DLicençaMaternidade,,188,,,,,
1146,Prohigi Industria E Comercio De Produtos De Higiene Pessoal Ltda,USE IT,24794284000101,Prohigi Industria E Comercio De Produtos De Higiene Pessoal Ltda,ariovaldo.adomingos@gmail.com,(12) 3972-4731,SANTA BRANCA,SP,12380000,TABOAO,GALPAOA,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,23/12/2024,12:08:30,439,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;DLicençaMaternidade,,189,,,,,
1148,Casa Do Cartazista & Cia Ltda,Casa Do Cartazista,03847029000100,Casa Do Cartazista & Cia Ltda,printpaper@casadocartazista.com.br,(41) 3376-9277,CURITIBA,PR,81610130,HAUER,TERREO,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,23/12/2024,12:12:24,439,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;DLicençaMaternidade,,190,,,,,
1151,Basquera Menzel & Cia Ltda,Maria Emilia,07768092000101,Basquera Menzel & Cia Ltda,mariaemilia@mariaemilia.com.br,(49) 3567-3734,CACADOR,SC,89510736,MARTELLO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,23/12/2024,12:18:28,439,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;DLicençaMaternidade,,191,,,,,
1155,Linda Comercio De Decoracoes Ltda,Linda Import,16577711000163,Linda Comercio De Decoracoes Ltda,felipe@lindaimport.com.br,(51) 3707-0449,LAJEADO,RS,95904500,JARDIM BOTANICO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Paulo Souza,23/12/2024,14:37:41,439,,,,,,,,,,,NUTRIR;FimEmailOutbound;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;DLicençaMaternidade,,192,,,,,
